title,level1,level2,level3,description
"Bio Vegetable Soup, 40g","Pasta, condiments & canned food",Soups & stock,"Soups, potages & croutons","The bio vegetable soup from dennree is made with an organic vegetable mixture of carrots, parsnips, onions, leeks, white cabbage and spinach and refined with aromatic spices and parsley. Enjoy the colourful variety of vegetables."
"Bio Raclette Spice in Mill, 30g","Pasta, condiments & canned food",Spices & sauces,"Spices, herbs & seasonings","The dried raclette spice from the practical mill of BioLand Agrarprodukte is indispensable for the perfect raclette evening! The spice does not only taste good, but is produced sustainably in organic quality."
"Bio Oregano cut, 15g","Pasta, condiments & canned food",Spices & sauces,"Spices, herbs & seasonings","What would Italian cuisine be without oregano! The spicy mini-leaves of oregano are really fun when dried - with pasta, pizza or even on a hash brown."
"Bio Thyme cut, 16g","Pasta, condiments & canned food",Spices & sauces,"Spices, herbs & seasonings","On the grill, in the oven or in the pan: organic thyme from Morga refines and enhances dishes of all kinds."
"Bio Laurel Leaves, 8g","Pasta, condiments & canned food",Spices & sauces,"Spices, herbs & seasonings","Bio Laurel Leaves from Alnatura: Organic bay leaves with a strong flavor. Give braised dishes, hearty vegetables and pickled cucumbers a spicy-tart note. For full flavor cook along and remove before serving."
"Bio Dill, 20g","Pasta, condiments & canned food",Spices & sauces,"Spices, herbs & seasonings","A touch of ItalianitÃ : the classic cooking herb Bio Dill is perfect for fish, salad, or a fresh dip. Enjoy your meal! A natural product from Erboristi Lendi from Curio in canton Tessin was prepared by the bio pioneers in the domain of spices from the sunny side of Switzerland."
"Bio Herbs of Provence, 25g","Pasta, condiments & canned food",Spices & sauces,"Spices, herbs & seasonings","Dennree's Organic Herbs of Provence: This blend with rosemary, thyme, savory, oregano, basil and other spices brings the sophistication of Provence to your plate."
"Bio Dill Tips, 18g","Pasta, condiments & canned food",Spices & sauces,"Spices, herbs & seasonings","The dennree dill tips grated from dennree refine tasty fish dishes, egg dishes, potato and cucumber salads and other great and creative salads. Enjoy the unique taste and discover the many uses!"
"Bio Yellow mustard seeds, 100g","Pasta, condiments & canned food",Spices & sauces,"Spices, herbs & seasonings","Mustard seeds really spice up your life. And yellow mustard seeds also add some colour. These mustard seeds from Erboristi Lendi growers are not only strong and tasty, they're also guaranteed organic and fairtrade."
"Bio Rosemary dried, 35g","Pasta, condiments & canned food",Spices & sauces,"Spices, herbs & seasonings","Organic rosemary, cut by Dennree: Rosemary is an integral part of Italian and French cuisine. Whether it is used for rosemary potatoes or to refine lamb and game, vegetable pans and stews, rosemary gives a delicious aroma to many dishes."
"Bio Oregano, 25g","Pasta, condiments & canned food",Spices & sauces,"Spices, herbs & seasonings","What would Italian cuisine be without oregano? The flavourful mini leaves of oregano are a whole bunch of fun dried - in pasta, on pizza or even with hash browns. Guaranteed fairtrade and organic from Erboristi Lendi."
"Bio Basil dried, 25g","Pasta, condiments & canned food",Spices & sauces,"Spices, herbs & seasonings","Dennree basil grated: The typical spice of Italian cuisine refines not only tomatoes and mozarella. Whether soups, salads, casseroles and sauces, basil gives many dishes a very special touch."
"Bio Asian Sauce Thai Chili sweet and spicy, 210g","Pasta, condiments & canned food",Spices & sauces,"Spices, herbs & seasonings","Sanchon's Thai chili sauce is a sweet and spicy composition of red chilies and fine spices. With its typical Thai harmonious taste, it is the ideal accompaniment to finger food, barbecues or simply as a table condiment."
"Bio Soy Sauce Shoyu, 250ml","Pasta, condiments & canned food",Spices & sauces,"Spices, herbs & seasonings","Organic soy sauce Shoyu style, the traditional Japanese fermentation. Aged for at least five months. Spicy, strong taste - ideal for refining Asian dishes. Vegan."
"Bio Soy Sauce without Wheat, 250ml","Pasta, condiments & canned food",Spices & sauces,"Spices, herbs & seasonings","Discover the exquisite flavor of Naturkraftwerke Organic Wheat-Free Soy Sauce. Crafted with care, it's a gluten-free delight that elevates every dish. Unleash the true taste of nature with each drop."
"Thai Oyster Sauce, 300ml","Pasta, condiments & canned food",Spices & sauces,"Spices, herbs & seasonings","Thai Oyster Sauce from Maekrua: Oyster sauce is mainly used in Chinese cuisine. In taste, oyster sauce is salty and at the same time has a slightly spicy, slightly sweet note. It is characterized by a thick, almost creamy consistency and a dark brown color."
"Bio Soy Sauce Nama Tamari unpasteurized, 350ml","Pasta, condiments & canned food",Spices & sauces,"Spices, herbs & seasonings",Product description follows soon.
"Miso Soup, 4x18g","Pasta, condiments & canned food",Spices & sauces,"Spices, herbs & seasonings","Miso Soup from Saitaku: Miso is known as the brown butter of Japan. Miso is a thick, paste-like substance and is made from fermented soybeans. It is made from a mixture of soy and a mold called koji."
"Miso paste, 300g","Pasta, condiments & canned food",Spices & sauces,"Spices, herbs & seasonings","Miso paste from Saitaku: Miso is known as the brown butter of Japan. Miso is a thick, paste-like substance and is made from fermented soybeans. It is made from a mixture of soy and a mold called koji."
"Fish Sauce, 300ml","Pasta, condiments & canned food",Spices & sauces,"Spices, herbs & seasonings","Fish Sauce from Tiparos: For fish sauce, small fish like anchovies are used. The fish are mixed with sea salt and placed in large clay pots to ferment."
"Anchovy extract MSC, 190ml","Pasta, condiments & canned food",Spices & sauces,"Spices, herbs & seasonings","Talatta Anchovy Extract is a flavor powerhouse in a bottle. Made from premium anchovies, this concentrated extract adds depth and richness to your dishes. Just a few drops elevate sauces, dressings, and marinades, infusing them with the umami goodness of anchovies."
"Nama Bio Miso, 250g","Pasta, condiments & canned food",Spices & sauces,"Spices, herbs & seasonings","Japanese miso soup offers wellness for body and mind - and the Nama organic barley miso also guarantees culinary wellness. Nama means fresh and unpasteurised, guaranteed by Soyana, the Swiss soy pioneer. This organic barley miso is fermented in cedar barrels for two years, so that the healing power of miso can really develop. Suitable for traditional miso soups or delicious, healthy sauces."
"Bio Liquid seasoning, 100g","Pasta, condiments & canned food",Spices & sauces,"Spices, herbs & seasonings",The gluten-free organic liquid seasoning from Morga in the beautiful Ebnat-Kappel gives your food that certain spiciness. Based on vegetable extracts and soy sauce and therefore also suitable for vegetarians.
"Bio Teriyaki, 250ml","Pasta, condiments & canned food",Spices & sauces,"Spices, herbs & seasonings","Savor the authentic taste of Lima's organic teriyaki sauce. Crafted with love, it's a culinary masterpiece that elevates your dishes. Let your taste buds embark on a flavorful journey!"
"Soy Sauce, 150ml","Pasta, condiments & canned food",Spices & sauces,"Spices, herbs & seasonings","The soy sauce from Yamasa: The fermented flavoring of Asian cuisine. Used for seasoning, as a flavor enhancer, or to refine dishes. This speciality, slightly milder than the original Kikkoman naturally brewed soy sauce, goes perfectly with dishes with raw fish. Thanks to the mild, but at the same time salty taste, our sauce can also be wonderfully combined with wasabi."
"Maggi Liquid Seasoning, 200ml","Pasta, condiments & canned food",Spices & sauces,"Spices, herbs & seasonings","Who doesn't know it: Maggi seasoning. A real traditional product, liquid and versatile. Maggi gives dishes that little special touch and can be used both during preparation and for seasoning and re-seasoning."
"Bio Chilly Paste Spicy, 120g","Pasta, condiments & canned food",Spices & sauces,"Spices, herbs & seasonings","Hot, hotter, piccante: the Crema di Peperoncino Piccante contains the full heat of sun-ripened chillies, enhanced by the finest olive oil and a touch of sea salt. All ingredients come from organic farming and promise the highest quality organic pleasure."
"Maggi spicy Liquid Seasoning, 100ml","Pasta, condiments & canned food",Spices & sauces,"Spices, herbs & seasonings","Do you like things a little spicier? If you like to cook spicy dishes or are looking for that special something to add to your table, then Maggi hot liquid seasoning is just the thing for you. Refined with hot chillies, this spicy sauce from Maggi adds a pleasant heat to your marinades, sauces and Asian dishes."
"Soya seasoning, 100ml","Pasta, condiments & canned food",Spices & sauces,"Spices, herbs & seasonings","Enhance your dishes with Morga's soy seasoning. Crafted from premium soy, this versatile condiment adds a savory depth to your culinary creations. Discover the essence of authentic soy goodness."
"Bio Saffron threads, 1g","Pasta, condiments & canned food",Spices & sauces,"Spices, herbs & seasonings",Product description follows soon.
"Bio Avocado Topping, 55g","Pasta, condiments & canned food",Spices & sauces,"Spices, herbs & seasonings","Add the finishing touch to your green happiness with this crunchy topping. Black cumin, sun-dried tomato and rock salt flakes provide a great crunch, while a balanced combination of garlic, onion, paprika, pepper and a hint of chili perfects the mixture. The avocado topping not only takes your avocado toast to a whole new dimension of taste, but also goes perfectly with guacamole, bowls, hummus and gives salad dressings a special kick. An absolute must-have for every modern kitchen."
"Bio Aglio&Olio Seasoning, 50g","Pasta, condiments & canned food",Spices & sauces,"Spices, herbs & seasonings","This finely balanced blend of garlic, paprika, chili flakes, parsley and a hint of pepper brings a delicious pasta dish to your plate in just 5 minutes."
"Bio Fries Seasoning, 80g","Pasta, condiments & canned food",Spices & sauces,"Spices, herbs & seasonings",Bio Fries Seasoning from SoulSpice: Fits perfectly as chips salt or for baked potatoes. Only season after cooking.
"Bio Smoky Umami, 65g","Pasta, condiments & canned food",Spices & sauces,"Spices, herbs & seasonings",Bio Smoky Umami from SoulSpice: Seasoning blend with smoky bacon flavor. Perfect for seasoning roasted vegetables & mushrooms.
"Bio Tandoori Curry Paste, 190g","Pasta, condiments & canned food",Spices & sauces,"Spices, herbs & seasonings",Tandoori curry paste from Sanchon is a highly flavoured seasoning paste for authentic Indian tandoori dishes. The tandoori curry paste gets its very special flavour from the fine ginger-tamarind note.
"Ankerkraut Bella Italia, 65g","Pasta, condiments & canned food",Spices & sauces,"Spices, herbs & seasonings","Welcome to Italy! With this fresh seasoning, you are immersed in the warm atmosphere of the South."
"Ankerkraut Magic Dust Rub, 100g","Pasta, condiments & canned food",Spices & sauces,"Spices, herbs & seasonings","Our all-purpose miracle solution for meat, whether grilled or roasted. Based on the original American recipe."
"Ankerkraut Oven Vegetables, 90g","Pasta, condiments & canned food",Spices & sauces,"Spices, herbs & seasonings",Today's family dinner: with a delicious portion of baked vegetables. This tastes great for young and old alike!
"Bio Umami Finisher, 55g","Pasta, condiments & canned food",Spices & sauces,"Spices, herbs & seasonings",Bio Umami Finisher from SoulSpice: Seasoning mix for seasoning and finishing after cooking. Suitable for all savory dishes. Recipes: sebastian-copien.de
"Bio dried Algae Kombu, 25g","Pasta, condiments & canned food",Spices & sauces,"Spices, herbs & seasonings",Kombu algae (Laminaria ochroleuca) from controlled organic cultivation. Hand harvested seaweed in its natural environment on the coast of Galicia (Bay of Biscay and Portuguese waters).
"Bio Porridge Spice, 55g","Pasta, condiments & canned food",Spices & sauces,"Spices, herbs & seasonings","Bio Porridge Spice from SoulSpice: Taste booster for porridge, oatmeal and muesli with organic tonka bean and noble organic spices. Can also be used as Pumpkin Spice."
"Bio Nori Sesame Spice, 45g","Pasta, condiments & canned food",Spices & sauces,"Spices, herbs & seasonings",Bio Nori Sesame Spice from SoulSpice: A flavor bomb that adds a pinch of Japan to dishes. Add as a garnish topping over cold and hot dishes before serving.
"Bio Ocean Umami, 50g","Pasta, condiments & canned food",Spices & sauces,"Spices, herbs & seasonings",Bio Ocean Umami from SoulSpice: Seasoning mix for sea flavor. Perfect to make vegan graved salmon from paprika & carrot.
"Bio Saffron threads, 5g","Pasta, condiments & canned food",Spices & sauces,"Spices, herbs & seasonings","Elevate your culinary experience with Soulspice's Organic Saffron Threads. Handpicked with care, these golden strands add a touch of luxury to your dishes. Unleash the essence of organic indulgence in every saffron-infused creation."
"Bio Oven Vegetable Spice, 60g","Pasta, condiments & canned food",Spices & sauces,"Spices, herbs & seasonings",Bio Oven Vegetable Spice from SoulSpice: This spice mix gives the oven vegetables special aromas and flavors without drifting too much into the Asian or oriental.
"Bio dried Algae Wakame, 25g","Pasta, condiments & canned food",Spices & sauces,"Spices, herbs & seasonings",Wakame algae (Undaria pinnatifida) from controlled organic cultivation. Hand harvested seaweed in its natural environment on the coast of Galicia (Bay of Biscay and Portuguese waters).
"Bio Berbere, 50g","Pasta, condiments & canned food",Spices & sauces,"Spices, herbs & seasonings",With Berbere one dives into the world of taste of the Ethiopian kitchen and gives dishes a fine spicy flavor note.
"Bio Italian Garlic, 65g","Pasta, condiments & canned food",Spices & sauces,"Spices, herbs & seasonings",Bio Italian Garlic from SoulSpice: Particularly aromatic garlic from organic cultivation in Italy (Campania). Coarse grain size 3 - 5 mm.
"Bio My Thai, 55g","Pasta, condiments & canned food",Spices & sauces,"Spices, herbs & seasonings",Bio My Thai from SoulSpice: Thai flavoring for sauces and soups. Boil spice in coconut milk or water and then add ingredients of choice.
"Bio Umami Topping, 55g","Pasta, condiments & canned food",Spices & sauces,"Spices, herbs & seasonings","Bio Umami Topping from SoulSpice: Seasoning blend for an extra kick of umami on bowls, salads and soups."
"Raclette / Fondue Spice, 40g","Pasta, condiments & canned food",Spices & sauces,"Spices, herbs & seasonings","A must in every pantry: The raclette fondue spice from Morga is the perfect spice companion in the cold season: peppers, nutmeg, garlic and many other spices warm the palate and heart."
"Knorr Aromat Chili Seasoning, 90g","Pasta, condiments & canned food",Spices & sauces,"Spices, herbs & seasonings","KNORR Aromat Chili is the spicy chili version of the Swiss spice classic. Thanks to the practical shaker tin, it is always ready to use and gives dishes the ideal spice and heat."
"Bio Nori Leaves, 6 pieces","Pasta, condiments & canned food",Spices & sauces,"Spices, herbs & seasonings",Organic Nori Leaves for Sushi. Square and dark green leaves.
"Bio Meatball Seasoning, 55g","Pasta, condiments & canned food",Spices & sauces,"Spices, herbs & seasonings",Bio Meatball Seasoning from SoulSpice - Seasoning preparation for meatballs and minced meat dishes. 1 tablespoon per 500 g of meat.
"Bio Quatre Ãpices, 50g","Pasta, condiments & canned food",Spices & sauces,"Spices, herbs & seasonings","Bio Quatre Ãpices from SoulSpice: France's most famous spice mix. Perfect for marinades, stews, roasts, sauces, terrines and even sweet dishes."
"Knorr Aromat Garlic Seasoning, 90g","Pasta, condiments & canned food",Spices & sauces,"Spices, herbs & seasonings","KNORR Aromat Garlic is the strong garlic version of the classic Swiss spice Knorr Aromat. Thanks to the practical shaker tin, it is always ready to use and gives dishes the ideal seasoning and garlic note."
"Bio Black Garlic Fermented, 2 bulbs with skin, Demeter, 70g","Pasta, condiments & canned food",Spices & sauces,"Spices, herbs & seasonings",Black and aromatic: The organic black garlic of Flor de Tierra were harvested and processed in Demeter quality.
"Bio dried Algae Dulse, 25g","Pasta, condiments & canned food",Spices & sauces,"Spices, herbs & seasonings","Indulge in the organic dried algae dulse by Porto MuiÃ±os! Packed with nutrients and flavor, these sun-dried algae are a health-conscious choice. Elevate your culinary adventures with a touch of sea goodness."
"Dried onions, 35g","Pasta, condiments & canned food",Spices & sauces,"Spices, herbs & seasonings","The dried onions from Morga in the beautiful Ebnat-Kappel are perfect for seasoning potatoes, vegetables and sauces. The content corresponds to approx. 400g fresh onions. Super fine and super practical."
"Maggi Mix Mah Meeh, 29g","Pasta, condiments & canned food",Spices & sauces,"Spices, herbs & seasonings",Those who like spicy hot food will find what they are looking for with Mah Mee Mix from Maggi. The fine spices conjure up the characteristic taste of the popular dish.
"Bio Pasta Spice, 40g","Pasta, condiments & canned food",Spices & sauces,"Spices, herbs & seasonings","This seasoning perfectly reflects the diversity and character of Italian cuisine. The blend of typical Italian ingredients such as tomatoes, garlic and basil with spices such as paprika, bay leaf, lemon and rosemary makes this spice blend the perfect combination for any Mediterranean dish. Whether tomato sauce, puttanesca or focaccia - this Mediterranean spice blend adds a sublime Italian accent to all your dishes."
"Bio Wild Spice, 60g","Pasta, condiments & canned food",Spices & sauces,"Spices, herbs & seasonings","Bio Wild Spice from SoulSpice: Refined spice preparation with cocoa, black currant, long pepper and juniper berries."
"Bio Herbs Italian Style, 35g","Pasta, condiments & canned food",Spices & sauces,"Spices, herbs & seasonings","Organic herbs of Italian type from Dennree contains typical herbs of the Italian kitchen like oregano, rosemary, basil and sage. This mixture enriches sauces, soups, pizza and casseroles."
"Dried Nori Leaves, 5 pieces, 14g","Pasta, condiments & canned food",Spices & sauces,"Spices, herbs & seasonings","Dried Nori Leaves from Saitaku: Algae leaves from red algae. The coating for the preparation of sushi. Nori sheet lay out on the bamboo mat, sushi rice on it, cover with fish, meat or vegetables, to roll. Then just cut and enjoy."
"Bio Paprika sweet ground, 70g","Pasta, condiments & canned food",Spices & sauces,"Spices, herbs & seasonings","The Dennree Organic Paprika edelsÃ¼ss gemahlen may be missing in no spice shelf. Tastes great on cheese bread, but is also ideal for refining soups, sauces, egg and meat dishes."
"Bio Bread Spice, 8g","Pasta, condiments & canned food",Spices & sauces,"Spices, herbs & seasonings","Bio Bread Spice from Alnatura: An organic bread spice made from anise, fennel, coriander and caraway - ideal for a hearty rounding off of home-baked rye and sourdough bread."
"Bio Cardamom, 23g","Pasta, condiments & canned food",Spices & sauces,"Spices, herbs & seasonings","Fair and organic. This ground cardamom from Erboristi Lendi is guaranteed fairtrade and produced according to the guidelines of organic farming. Cardamom is native to India, but it's also indigenous in local kitchens. Its unique sharp sweetness makes it the ideal companion of many dishes, from fruit compote to soups or sauces - or even coffee."
"Bio Roasted Potato Spice, 45g","Pasta, condiments & canned food",Spices & sauces,"Spices, herbs & seasonings","As simple as a brilliant spice. This spice mix presents spices that retrieve the best shades of taste from potatoes. The new seasoning for fried potatoes is a perfect cooking partner for vegetarians. Thanks to the smoked paprika and smoked salt, this spice gives any fried vegetables the hefty umami-taste that allows forgetting about any meat without problems."
"Horseradish Seasoning Powder with Wasabi Flavor, 25g","Pasta, condiments & canned food",Spices & sauces,"Spices, herbs & seasonings",Mix the wasabi powder with a little water and you have your own wasabi paste. Also ideal for seasoning when the wasabi flavour is desired.
"Bio Arodor powdered condiment, 80g","Pasta, condiments & canned food",Spices & sauces,"Spices, herbs & seasonings","The Arodor powdered condiment in the practical Morga shaker from Ebnat-Kappel: Tastes as good as aromatic, simply without glutamate and in organic bud quality. Perfect for seasoning eggs, salad and various dishes."
"Bio Cinnamon ground, 50g","Pasta, condiments & canned food",Spices & sauces,"Spices, herbs & seasonings",The organic ground cinnamon from dennree is a popular ingredient for the preparation of Christmas cookies. But also oriental or sweet dishes get a unique touch with cinnamon. Enjoy and discover the culinary diversity of ground cinnamon.
"Maggi Mix Stroganoff, 42g","Pasta, condiments & canned food",Spices & sauces,"Spices, herbs & seasonings","With Maggi Mix Stroganoff, you can turn any simple dish into a delicious stroganoff creation. Easy to prepare and ready to serve in just a few minutes. A must for all gourmets!"
"Maggi Mix Zurich Style, 47g","Pasta, condiments & canned food",Spices & sauces,"Spices, herbs & seasonings","Discover the authentic taste of Swiss cuisine with Maggi Mix ZÃ¼rcher Geschnetzeltes. In just a few minutes, you can whip up a delicious dish."
"Bio Nutmeg ground, 40g","Pasta, condiments & canned food",Spices & sauces,"Spices, herbs & seasonings","Organic nutmeg, ground by Dennree. Nutmeg is used to season sauces such as bÃ©chamel sauce, cabbage, potatoes and spinach. Also suitable for refining soups and egg dishes. The nutmeg aroma goes well with meat, sausages, pies and pastries."
"Bio BBQ RUB New York Sizzle, 60g","Pasta, condiments & canned food",Spices & sauces,"Spices, herbs & seasonings","Treat your taste buds to the organic BBQ RUB New York Sizzle by SoulSpice! Bursting with bold flavors, this seasoning blend is a grill master's dream. Elevate your BBQ game with a touch of New York sizzle."
"Bio Cajun, 65g","Pasta, condiments & canned food",Spices & sauces,"Spices, herbs & seasonings","In the American state of Louisiana, French cuisine met Creole culinary culture - this is where Cajun was born. Despite its exotic-sounding name, the ingredients of the famous spice mixture are rather European - a perfect match makes all the magic. Cajun is synonymous with a strong and pronounced taste, with a certain southern supplement that simply cannot be explained. Peppers, onions and celery are considered the ""Holy Trinity"" of Cajun cooking."
"Lully's Fries Seasoning, 100g","Pasta, condiments & canned food",Spices & sauces,"Spices, herbs & seasonings",Spice up your fries with Lully's Fries Seasoning from Regio Metzg. This tantalizing blend of herbs and spices adds a burst of flavor to your favorite snack. Elevate your fry game to a whole new level!
"Bio Cayenne Pepper ground, 50g","Pasta, condiments & canned food",Spices & sauces,"Spices, herbs & seasonings",To add sharpness: Cayenne pepper ground by LEBENSBAUM consists of finely ground chilies. It is features intense sharpness to spice up any dish.
"Bio Spice Mix Garam Masala, 40g","Pasta, condiments & canned food",Spices & sauces,"Spices, herbs & seasonings","The Bio Spice Mix Indian Cuisine by LEBENSBAUM is a variant of the northern Indian mix Garam Masala. It combines basic notes of pepper with warm aromas of cinnamon and cardamom. It is recommended to add the spices at the end of the cooking to the dishes like curries or fish. LEBENSBAUM processes the predominantly raw materials from contact farming following the recognized ecological guidelines of bio farming associations. The internal and external control, as well as raw material specifications, ensure high product quality."
"Bio Tumeric, 32g","Pasta, condiments & canned food",Spices & sauces,"Spices, herbs & seasonings","The small root with a big effect: turmeric belongs to the ginger family and is not only unique spicy but also healthy. The turmeric from Erboristi Lendi is guaranteed and certified organic and fair trade - a true remedy not only for those who eat it, but also for the environment and a sustainable economy."
"Bio Dried Garlic, 30g","Pasta, condiments & canned food",Spices & sauces,"Spices, herbs & seasonings","A full dose of garlic: the dried garlic from BioLand adds a little pep to sauces, soups & co. And because it is certified organic, it not only tastes good, but comes from sustainable production. Guaranteed."
"Bio Garlic Granules, 80g","Pasta, condiments & canned food",Spices & sauces,"Spices, herbs & seasonings","Organic Garlic Granules from Dennree is dried organic garlic in 1-3mm pieces to refine sauces, roasts and dishes. An excellent alternative to fresh garlic."
"Bio Cinnamon Sticks Ceylon whole, 3 pieces, 22.5g","Pasta, condiments & canned food",Spices & sauces,"Spices, herbs & seasonings","The organic cinnamon sticks Ceylon whole from dennree comes from the peeled bark of cinnamon trees. With the aromatic scent of this spice, one immediately thinks of Christmas cookies and mulled wine. But also oriental or sweet dishes get a unique touch with cinnamon. Enjoy the great taste of your own creations."
"Bio Curry mild, 55g","Pasta, condiments & canned food",Spices & sauces,"Spices, herbs & seasonings","The mild organic curry from dennree is perfect for refining rice, meat and vegetable dishes. This exotic spice mixture is a must for all fans of Indian cuisine. Dals, lentil dishes, vegan curries. Lend a great taste to a variety of delicious dishes!"
"Bio Dried garlic, 25g","Pasta, condiments & canned food",Spices & sauces,"Spices, herbs & seasonings","A full dose of garlic: the dried garlic from BioLand adds a little pep to sauces, soups & co. And because it is certified organic, it not only tastes good, but comes from sustainable production. Guaranteed."
"Bio Pizza Spice, 30g","Pasta, condiments & canned food",Spices & sauces,"Spices, herbs & seasonings","The organic pizza spice from Dennree is a typical spice mixture with oregano, onions, carrots, basil, marjoram, rosemary and garlic. It refines not only pizza, but also stews, vegetables and much more."
"Bio Mild curry, 50g","Pasta, condiments & canned food",Spices & sauces,"Spices, herbs & seasonings",The curry for wimps - and connoisseurs. This mild curry by Erboristi Lendi is guaranteed and certified organic and fairtrade. This mild curry is excellent for fruit curries and gives all kinds of sauces and soups a lovely subtle exotic touch.
"Bio Guacamole Mix, 20g","Pasta, condiments & canned food",Spices & sauces,"Spices, herbs & seasonings",Morga's organic guacamole mix makes your guacamole and the Mexican evening perfect. Simply cut two avocados in half and crush them with a fork. Add the seasoning mixture and mix well. Season to taste with lime juice and enjoy!
"Madras curry, 60g","Pasta, condiments & canned food",Spices & sauces,"Spices, herbs & seasonings",Bombay meets Ebnat-Kappel: Morga's Curry Madras blend is perfect for Indian and European curry specialities. For all lovers of the hot cuisine.
"Bio Yeast flakes with wheat, 125g","Pasta, condiments & canned food",Spices & sauces,"Spices, herbs & seasonings","The Bio Yeast Flakes with Wheat by Morga are a perfect completion for the daily meal. But first of all, we recommend it as an excellent substitution for cheese for vegans.

It can be used as a spice for sauces, soups, salads, and vegetables, either put directly on dishes or used when cooking. It is rich in fiber content and proteins."
"Black Cumin whole Demeter, 50g","Pasta, condiments & canned food",Spices & sauces,"Spices, herbs & seasonings","The Black Cumin by LEBENSBAUM has an aromatic taste with shades of pepper. After slight roasting, its spicy aroma develops to its full. In Turkey, the black cumin, also called nigella, is used for pita bread, in northern India, it is used to spice vegetable curries. LEBENSBAUM processes the predominantly raw materials from contact farming following the recognized ecological guidelines of bio farming associations. The internal and external control, as well as raw material specifications, ensure the high product quality."
"Bio Cumin whole, 40g","Pasta, condiments & canned food",Spices & sauces,"Spices, herbs & seasonings","Organic whole cumin from LEBENSBAUM develops a nutty aroma when roasted or fried, which combines well with rice, meat and vegetable dishes."
"Bio Juniper Berries, 30g","Pasta, condiments & canned food",Spices & sauces,"Spices, herbs & seasonings","Juniper berries from organic farming. The whole berries taste sweetish-spicy to slightly bitter and round off hearty dishes such as meat and fish dishes, but also stews, sauces and marinades."
"Bio Caraway whole, 60g","Pasta, condiments & canned food",Spices & sauces,"Spices, herbs & seasonings","Dennree caraway, whole is classically used in baked goods, cabbage dishes and stews. Whether whole or fresh from the mortar - its spicy aroma refines many dishes."
"Pepper marinade, 200g","Pasta, condiments & canned food",Spices & sauces,"Spices, herbs & seasonings",The fine pepper marinade from the organic butchery Karl Abegg in Langnau at the Albis ZH is particularly suitable for the marinating of chicken and pork. The homemade marinade can not be missed at any barbecue party this season - the quantity is enough for up to 10 steaks.
"Bio Coriander Seeds whole, 45g","Pasta, condiments & canned food",Spices & sauces,"Spices, herbs & seasonings","The organic coriander, entirely from Dennree, gives both hearty and sweet dishes that certain something. With its aromatic spice, coriander is perfect for stews, cabbage dishes, fruit dishes or baked goods."
"Bio Sweet paprika, 40g","Pasta, condiments & canned food",Spices & sauces,"Spices, herbs & seasonings","This sweet paprika from the herb and spice specialists at Lendi is not just guaranteed organic and fairtrade, it also tastes uniquely great. Fine, with a slighly spicy sweetness, it's perfect to add flavour to all types of sauces."
"Bio Cloves whole, 25g","Pasta, condiments & canned food",Spices & sauces,"Spices, herbs & seasonings",For gourmets for cooking: the whole cloves from the Erboristi Lendi from Curio is excellent to pepper an onion with cloves and to cook with a fine roast. Naturally from the Erboristi Lendi from Curio in the canton Ticino - the bio-pioneer in the spice range from the sunny part of Switzerland.
"Bio Curry hot, 55g","Pasta, condiments & canned food",Spices & sauces,"Spices, herbs & seasonings","This spicy organic curry from dennree adds spice to rice, meat and vegetable dishes. This exotic spice mixture is a must for all fans of Indian cuisine. Refine a variety of dishes and let you taste it!"
"Bio Coriander, ground, 50g","Pasta, condiments & canned food",Spices & sauces,"Spices, herbs & seasonings","Either you love it or you hate it. And those who love it, really love it - coriander, ground by Lendi herb-growers. Oriental cooking is unthinkable without the fine taste of coriander, but even Swiss dishes gain a subtly exotic note thanks to this herb."
"Chili Rings, 20g","Pasta, condiments & canned food",Spices & sauces,"Spices, herbs & seasonings",Product description follows soon.
"Anise whole Demeter, 50g","Pasta, condiments & canned food",Spices & sauces,"Spices, herbs & seasonings","The aromatic Demeter Anis Seeds by LEBENSBAUM are perfect for refining a compote, fish dishes or a spicy bread."
"Bio Nori leaves, 25g","Pasta, condiments & canned food",Spices & sauces,"Spices, herbs & seasonings","Organic nori leaves from Algamar are dried and roasted seaweed. These leaves are rich in vitamin A, high-quality proteins and fibre. The nori algae from which Algamar's seaweed leaves are made can be offered for consumption after short processing and have only few calories and are a very good source of vegetable protein."
"Bio Marjoram dried, 15g","Pasta, condiments & canned food",Spices & sauces,"Spices, herbs & seasonings","The organic marjoram grated by Dennree refines legumes, potatoes, mushrooms, pizza, omelets and fillings."
"Bio Salad Spices, 40g","Pasta, condiments & canned food",Spices & sauces,"Spices, herbs & seasonings","The dennree salad spice contains refined ingredients such as parsley, onions, carrots, chives, celery and tomatoes. It rounds off any salad."
"Bio Hot curry, 50g","Pasta, condiments & canned food",Spices & sauces,"Spices, herbs & seasonings","For lovers of Indian cuisine - hot curry from Erboristi Lendi. A perfect addition to your spice rack - tasty with an unmistakeable curry flavour - works in everything. Guaranteed organic, guaranteed fair trade from Erboristi Lendi. A small tip - bread or yogurt help to reduce the heat of very spicy foods. In any case, cold water helps too."
"Provencale Marinade, 200g","Pasta, condiments & canned food",Spices & sauces,"Spices, herbs & seasonings",The fine Provencale Marinade from the organic butchery Karl Abegg in Langnau at the Albis ZH is suitable for marinating all kinds of barbecue dishes for the Mediterranean taste. The homemade marinade can not be missed at any barbecue party this season - the quantity is enough for up to 10 steaks.
